match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wasFouled,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_punches,stat_errorLeadToAShot,stat_ownGoals,stat_clearanceOffLine
10878412,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4650,M,npope29,162653,EUR,703641600,G,22,22,False,16.0,9.0,11.0,4.0,7.0,9.0,2.0,7.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,90.0,25.0,7.3,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10878412,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8330,M,ktrippier2,69256,EUR,653702400,D,2,2,False,66.0,50.0,8.0,5.0,15.0,18.0,39.0,58.0,1.0,11.0,,,,,,90.0,98.0,7.8,27.0,1,True,10.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
10878412,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3152,M,,101882,EUR,693187200,D,5,5,False,66.0,52.0,15.0,5.0,27.0,29.0,25.0,37.0,1.0,6.0,,,,,,90.0,76.0,7.3,15.0,2,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10878412,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3363,M,,910046,EUR,947635200,D,4,4,False,48.0,45.0,8.0,6.0,28.0,30.0,17.0,18.0,5.0,6.0,,,,,,90.0,56.0,7.4,3.0,1,,,,2.0,2.0,2.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,
10878412,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4556,M,,99090,EUR,705369600,D,33,33,False,60.0,54.0,4.0,2.0,17.0,17.0,39.0,47.0,1.0,5.0,,,,,,90.0,80.0,7.4,8.0,1,,4.0,2.0,3.0,3.0,4.0,,,,1.0,1.0,,1.0,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,,
10878412,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1663,M,,866191,EUR,878169600,M,36,36,False,39.0,32.0,4.0,2.0,13.0,13.0,19.0,27.0,,6.0,,,,,,90.0,55.0,6.9,12.0,1,,1.0,,,4.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,,,,,,,,,2.0,,,,,,,
10878412,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31704,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,72.0,59.0,9.0,7.0,11.0,13.0,48.0,59.0,,9.0,,,,,,88.0,98.0,7.7,19.0,2,,,,,7.0,12.0,1.0,3.0,,3.0,2.0,2.0,2.0,1.0,,,2.0,,,,,4.0,6.0,5.0,1.0,,,,
10878412,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2664,M,,888550,EUR,935107200,M,28,28,False,29.0,24.0,2.0,2.0,7.0,7.0,17.0,22.0,,3.0,,,,,,57.0,41.0,6.5,11.0,0,,,,1.0,7.0,4.0,,,,2.0,2.0,2.0,3.0,1.0,,,,1.0,1.0,,,1.0,4.0,,,,,,
10878412,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8474,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,34.0,32.0,1.0,1.0,5.0,5.0,27.0,31.0,,3.0,,,,,,76.0,43.0,6.3,8.0,1,,2.0,,,4.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,1.0,2.0,,,,,,
10878412,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3249,M,,113956,EUR,699148800,F,9,9,False,10.0,8.0,1.0,1.0,,,8.0,10.0,,2.0,,,,,,76.0,24.0,6.7,8.0,4,,,,,4.0,1.0,1.0,1.0,3.0,,,1.0,,,,,1.0,,,,,1.0,2.0,,,,,,
