match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_totalContest,stat_wonContest,stat_penaltyConceded,stat_wasFouled,stat_dispossessed,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_goals,stat_accurateCross,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_hitWoodwork,stat_interceptionWon,stat_outfielderBlock,stat_penaltyWon,stat_goalAssist,stat_penaltyMiss
10382271,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,25.0,17.0,11.0,3.0,15.0,16.0,2.0,9.0,1.0,1.0,9.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,90.0,37.0,7.1,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,False,69.0,57.0,10.0,5.0,37.0,40.0,20.0,30.0,2.0,7.0,6.0,,,,,,,,90.0,88.0,6.3,17.0,0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,56.0,50.0,1.0,,22.0,25.0,28.0,31.0,5.0,7.0,5.0,,,,,,,,90.0,73.0,6.1,6.0,0,,5.0,2.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,24,24,False,48.0,43.0,5.0,3.0,22.0,23.0,21.0,25.0,4.0,,8.0,,,,,,,,73.0,60.0,6.3,9.0,0,,2.0,1.0,3.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,M,2,2,False,27.0,23.0,1.0,,10.0,10.0,13.0,17.0,,,1.0,,,,,,,,45.0,29.0,6.0,5.0,1,,2.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,33,33,False,29.0,24.0,1.0,,8.0,9.0,16.0,20.0,5.0,,3.0,,,,,,,,62.0,35.0,6.5,6.0,0,,3.0,1.0,4.0,4.0,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Vurnon Anita,vurnon-anita,V. Anita,M,,166,66,M,15007,EUR,607651200,M,6,6,False,59.0,54.0,3.0,3.0,24.0,26.0,30.0,33.0,5.0,1.0,6.0,,,,,,,,90.0,68.0,7.6,6.0,1,,4.0,1.0,3.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,14,14,False,53.0,45.0,1.0,1.0,16.0,19.0,30.0,35.0,6.0,1.0,8.0,,,,,,,,90.0,73.0,6.8,15.0,2,1.0,9.0,4.0,2.0,2.0,4.0,1.0,,3.0,2.0,,2.0,1.0,,,,,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,
10382271,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,M,5,5,False,27.0,23.0,1.0,1.0,8.0,10.0,15.0,17.0,2.0,2.0,3.0,,,,,,,,45.0,36.0,6.3,6.0,0,,4.0,3.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,False,12.0,8.0,,,6.0,6.0,2.0,6.0,1.0,,,,,,,,,,62.0,17.0,6.3,6.0,0,,6.0,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,True,,,,,,
10382271,home,RKC Waalwijk,Mats Seuntjens,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,F,20,20,False,65.0,55.0,8.0,5.0,17.0,18.0,42.0,54.0,3.0,1.0,2.0,,,,,,,,90.0,91.0,7.3,21.0,4,7.0,8.0,2.0,,,4.0,2.0,,4.0,3.0,,,2.0,,,1.0,2.0,3.0,,,4.0,1.0,,2.0,,,1.0,,,,,
10382271,home,RKC Waalwijk,Zakaria Bakkali,zakaria-bakkali,Z. Bakkali,M,99,168,156,M,285941,EUR,822614400,F,19,19,True,14.0,10.0,2.0,,4.0,6.0,8.0,10.0,2.0,,5.0,,,,,,,,45.0,26.0,6.9,9.0,2,2.0,1.0,,,,2.0,,,1.0,1.0,,1.0,1.0,,,,,2.0,,,2.0,,2.0,,,,,,,,,
10382271,home,RKC Waalwijk,Florian Jozefzoon,florian-jozefzoon,F. Jozefzoon,M,,173,88,M,121777,EUR,666057600,F,10,10,True,15.0,13.0,,,5.0,6.0,8.0,12.0,7.0,,3.0,,,,,,,,45.0,31.0,6.9,10.0,2,3.0,2.0,,2.0,1.0,3.0,,2.0,2.0,1.0,,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,
10382271,home,RKC Waalwijk,Julen Lobete,julen-lobete,J. Lobete,F,24,176,172,M,1006232,EUR,969235200,F,7,7,True,4.0,4.0,,,2.0,2.0,2.0,3.0,,,,,,,,,,,28.0,9.0,6.6,3.0,1,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10382271,home,RKC Waalwijk,Mika Biereth,mika-biereth,M. Biereth,F,14,187,5311,M,1083007,EUR,1044662400,F,9,9,True,3.0,,,,,1.0,,2.0,2.0,,1.0,,,,,,,,28.0,7.0,6.8,3.0,2,,,,,,,,,,,,2.0,,Mika Biereth,,,,,,,,,2.0,,,,,,,,,
10382271,home,RKC Waalwijk,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,M,22,22,True,14.0,13.0,,,5.0,5.0,8.0,9.0,1.0,,1.0,,,,,,,,17.0,15.0,6.6,1.0,0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,
10382271,home,RKC Waalwijk,Joel Pereira,joel-pereira,J. Pereira,G,1,188,279,M,788135,EUR,835920000,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Mark Spenkelink,mark-spenkelink,M. Spenkelink,G,16,196,33,M,875466,EUR,854323200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Lars Nieuwpoort,lars-nieuwpoort,L. Nieuwpoort,D,,189,9,,339893,EUR,783388800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Iliass Bel Hassani,iliass-bel-hassani,I. Bel Hassani,M,,173,104,M,128799,EUR,716601600,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Patrick Vroegh,patrick-vroegh,P. Vroegh,M,8,175,12,M,991846,EUR,943833600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Patrick,Vroegh,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,6,172,104,M,896215,EUR,942278400,M,35,35,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382271,home,RKC Waalwijk,Roy Kuijpers,roy-kuijpers,R. Kuijpers,F,17,175,50,M,1046728,EUR,948067200,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382271,away,NEC Nijmegen,Jasper Cillessen,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,22,22,False,27.0,12.0,22.0,7.0,7.0,11.0,5.0,16.0,2.0,2.0,9.0,3.0,,,3.0,1.0,2.0,2.0,90.0,40.0,7.0,15.0,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
