match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_fouls,stat_totalOffside,stat_aerialWon,stat_duelWon,stat_outfielderBlock,captain,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_unsuccessfulTouch,stat_shotOffTarget,stat_totalCross,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_hitWoodwork,player_sofascoreId,stat_accurateCross
11274631,home,Birmingham Legion FC,Trevor Spangenberg,,,trevor-spangenberg,T. Spangenberg,G,18,187.0,2,M,541738,EUR,672192000,G,18,18,False,31.0,20.0,17.0,6.0,18.0,22.0,2.0,9.0,8.0,3.0,4.0,90.0,40.0,7.8,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274631,home,Birmingham Legion FC,Collin Smith,Collin Smith,,collin-smith,C. Smith,D,2,180.0,13,M,1046699,EUR,1070496000,D,4,4,False,41.0,36.0,4.0,2.0,19.0,21.0,17.0,20.0,8.0,,,90.0,49.0,6.6,6.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11274631,home,Birmingham Legion FC,Alex Crognale,,,alex-crognale,A. Crognale,D,21,196.0,5,M,864175,EUR,777945600,D,21,21,False,45.0,35.0,10.0,3.0,26.0,27.0,9.0,18.0,3.0,,,90.0,55.0,7.1,10.0,0,,,,,8.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11274631,home,Birmingham Legion FC,Phanuel Kavita,,,phanuel-kavita,P. Kavita,D,3,185.0,43,M,790160,EUR,731635200,D,3,3,False,41.0,38.0,3.0,2.0,28.0,30.0,10.0,11.0,3.0,,,90.0,45.0,7.0,3.0,0,,,,,1.0,,,,2.0,,True,2.0,2.0,,,,,,,,,,,,,,,,,,
11274631,home,Birmingham Legion FC,Gabriel Alves,Gabriel Alves,,gabriel-alves,G. Alves,D,,185.0,23,M,1476358,EUR,918604800,D,16,16,False,35.0,24.0,6.0,3.0,14.0,22.0,10.0,13.0,3.0,,,90.0,68.0,7.0,19.0,1,6.0,,,,2.0,2.0,,1.0,7.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,,,,,,,,,,
11274631,home,Birmingham Legion FC,Tyler Pasher,,,tyler-pasher,T. Pasher,M,15,171.0,17,M,155828,EUR,767404800,M,15,15,False,44.0,36.0,1.0,,11.0,11.0,25.0,33.0,3.0,,,90.0,55.0,6.8,11.0,0,3.0,,,,,1.0,1.0,,4.0,,,,,,1.0,2.0,1.0,,,3.0,3.0,1.0,,,,,,,,,
11274631,home,Birmingham Legion FC,Mikey Lopez,,,mikey-lopez,M. Lopez,M,5,175.0,11,M,314024,EUR,730166400,M,5,5,False,58.0,51.0,5.0,4.0,30.0,33.0,21.0,25.0,9.0,,,90.0,71.0,7.8,8.0,0,4.0,,,,,3.0,,2.0,7.0,1.0,,4.0,4.0,1.0,,,,,5.0,1.0,1.0,,,,,,,,,,
11274631,home,Birmingham Legion FC,Anderson Asiedu,Anderson,Asiedu,anderson-asiedu,A. Asiedu,M,8,168.0,22,M,978149,EUR,834537600,M,6,6,False,39.0,35.0,2.0,1.0,13.0,15.0,22.0,24.0,6.0,,,90.0,53.0,6.6,9.0,2,6.0,1.0,,1.0,1.0,1.0,,,2.0,,,1.0,1.0,,3.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,,
11274631,home,Birmingham Legion FC,Prosper Kassim,,,prosper-kassim,P. Kassim,M,10,176.0,27,M,793332,EUR,850608000,M,10,10,False,32.0,27.0,2.0,,11.0,11.0,16.0,22.0,4.0,,,89.0,43.0,7.2,11.0,1,4.0,1.0,,1.0,,,,,2.0,,,1.0,,,1.0,3.0,1.0,,,,4.0,2.0,,1.0,1.0,,,,,,
11274631,home,Birmingham Legion FC,Enzo Martínez,,,enzo-martinez,E. Martínez,M,,170.0,24,M,881660,EUR,654566400,F,19,19,False,54.0,43.0,8.0,8.0,10.0,13.0,33.0,42.0,6.0,,,90.0,67.0,6.6,18.0,4,9.0,2.0,,1.0,,4.0,,,,,,,,,1.0,2.0,,3.0,,,,1.0,,1.0,,,,,,,
