match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalTackle,stat_wonTackle,captain,stat_challengeLost,stat_outfielderBlock,stat_dispossessed,stat_bigChanceCreated,stat_lastManTackle,stat_blockedScoringAttempt,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
12624890,home,Al-Fateh,Nawaf Al-Aqidi,,,nawaf-al-aqidi,N. Al-Aqidi,G,1,188.0,1512,M,1014518,EUR,957916800,G,26,26,False,26.0,17.0,14.0,6.0,0.0,14.0,18.0,3.0,8.0,2.0,2.0,3.0,12.0,1.0,4.0,2.0,90.0,41.0,7.8,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624890,home,Al-Fateh,Ahmed Al-Julaydan,,,al-julaydan-ahmed,A. Al-Jelidan,D,32,170.0,199,M,1475443,EUR,1078704000,D,42,42,False,41.0,32.0,8.0,3.0,0.0,16.0,17.0,18.0,30.0,1.0,3.0,1.0,4.0,,,,87.0,61.0,7.1,15.0,0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12624890,home,Al-Fateh,Jorge Fernandes,,,jorge-fernandes,J. Fernandes,D,44,193.0,146,M,814673,EUR,859939200,D,44,44,False,50.0,44.0,1.0,,0.0,28.0,31.0,16.0,19.0,6.0,8.0,6.0,5.0,,,,90.0,63.0,7.4,6.0,0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
12624890,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400,D,17,17,False,52.0,41.0,9.0,4.0,0.0,17.0,19.0,24.0,33.0,5.0,7.0,10.0,4.0,,,,90.0,66.0,7.4,11.0,0,,,3.0,6.0,,,1.0,,,2.0,,2.0,2.0,True,1.0,1.0,,,,,,,,,,,,
12624890,home,Al-Fateh,Hussain Al Zarie,Hussain Al Zarie,,hussain-al-zarie,H. A. Zarie,D,82,178.0,17,,1917051,EUR,1102896000,D,82,82,False,33.0,28.0,1.0,1.0,0.0,12.0,13.0,16.0,21.0,5.0,12.0,4.0,5.0,,,,87.0,62.0,7.6,12.0,0,1.0,,4.0,10.0,2.0,2.0,1.0,2.0,,3.0,3.0,5.0,4.0,,1.0,,2.0,1.0,1.0,,,,,,,,,
12624890,home,Al-Fateh,Zaydou Youssouf,,,zaydou-youssouf,Z. Youssef,M,33,183.0,567,M,862194,EUR,931651200,M,33,33,False,62.0,54.0,8.0,4.0,0.0,24.0,24.0,30.0,38.0,1.0,2.0,3.0,9.0,,,,90.0,73.0,7.1,8.0,0,,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
12624890,home,Al-Fateh,Suhayb Al-Zaid,Suhayb,Al-Zaid,suhayb-al-zaid,S. Al-Zaid,M,,175.0,122,M,1652171,EUR,1092268800,M,18,18,False,64.0,58.0,6.0,5.0,0.0,14.0,16.0,44.0,48.0,,1.0,,7.0,,,,89.0,74.0,7.1,10.0,1,,,,5.0,1.0,,,3.0,,3.0,1.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,,,,,
12624890,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800,M,11,11,False,36.0,35.0,,,0.0,6.0,6.0,29.0,38.0,3.0,7.0,3.0,5.0,,,,90.0,71.0,8.6,19.0,6,8.0,,,6.0,3.0,1.0,,5.0,2.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,1.0,1.0,4.0,1.0,,,,,
12624890,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,M,28,28,False,27.0,25.0,1.0,1.0,0.0,8.0,8.0,17.0,20.0,1.0,5.0,1.0,4.0,,,,74.0,39.0,7.4,6.0,3,1.0,,1.0,6.0,2.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,2.0,,,,2.0,1.0,,,,,,
12624890,home,Al-Fateh,Matías Vargas,,,matias-vargas,M. Vargas,M,10,168.0,1157,M,796723,EUR,863049600,M,9,9,False,39.0,33.0,4.0,2.0,0.0,7.0,9.0,27.0,37.0,,7.0,1.0,6.0,,,,90.0,68.0,7.3,18.0,5,7.0,1.0,,5.0,1.0,,1.0,5.0,2.0,3.0,1.0,5.0,2.0,,1.0,,,,,2.0,3.0,,,1.0,,,,
