match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_errorLeadToAShot,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_keyPass,stat_outfielderBlock,captain,stat_punches,stat_clearanceOffLine,stat_goalAssist,stat_goals,stat_totalOffside,stat_bigChanceCreated
10382139,home,Vitesse,Daan Reiziger,,,daan-reiziger,D. Reiziger,G,20,184,64,M,916942,EUR,992822400,G,33,33,False,22.0,10.0,15.0,5.0,7.0,9.0,3.0,13.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,90.0,31.0,5.8,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382139,home,Vitesse,Carlens Arcus,,,carlens-arcus,C. Arcus,D,2,180,5896,M,794373,EUR,835920000,D,2,2,False,45.0,35.0,2.0,,16.0,18.0,20.0,29.0,2.0,8.0,1.0,6.0,1.0,,,,,90.0,73.0,6.3,15.0,2,2.0,1.0,2.0,7.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,
10382139,home,Vitesse,Melle Meulensteen,,,melle-meulensteen,M. Meulensteen,M,21,185,201,M,891795,EUR,931046400,D,20,20,False,12.0,11.0,,,6.0,6.0,5.0,6.0,1.0,1.0,,,1.0,,,,,17.0,15.0,6.3,2.0,0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
10382139,home,Vitesse,Enzo Cornelisse,,,enzo-cornelisse,E. Cornelisse,M,6,178,40,M,1046725,EUR,1025308800,D,13,13,False,59.0,45.0,11.0,4.0,30.0,35.0,15.0,24.0,3.0,5.0,3.0,6.0,,,,,,90.0,71.0,6.1,16.0,2,,,7.0,8.0,,,,,1.0,1.0,,2.0,,2.0,1.0,,1.0,,,,,,,,,,
10382139,home,Vitesse,Maximilian Wittek,,,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,D,32,32,False,42.0,31.0,4.0,2.0,14.0,20.0,18.0,34.0,,4.0,4.0,6.0,,,,,,90.0,78.0,6.8,22.0,3,12.0,1.0,,2.0,1.0,,,,,1.0,2.0,4.0,3.0,,1.0,,,2.0,2.0,,,,,,,,
10382139,home,Vitesse,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,M,3,3,False,57.0,46.0,2.0,,17.0,19.0,29.0,39.0,4.0,5.0,1.0,11.0,1.0,,,,,90.0,69.0,6.2,15.0,0,1.0,,5.0,8.0,,2.0,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,
10382139,home,Vitesse,Sondre Tronstad,,,sondre-tronstad,S. Trondstad,M,6,173,144,M,228374,EUR,809395200,M,8,8,False,42.0,40.0,4.0,4.0,17.0,18.0,24.0,25.0,,3.0,,5.0,2.0,,,,,82.0,49.0,6.9,3.0,0,1.0,1.0,2.0,4.0,,,1.0,,,,,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,
10382139,home,Vitesse,Kacper Kozłowski,,,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,17,17,False,28.0,18.0,1.0,,9.0,14.0,9.0,17.0,1.0,3.0,,4.0,2.0,,,,,73.0,41.0,5.9,18.0,0,3.0,,,4.0,2.0,,2.0,,,,1.0,,,3.0,,,,,1.0,,,,,,,,
10382139,home,Vitesse,Matúš Bero,,,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,21,21,False,40.0,33.0,2.0,1.0,10.0,11.0,23.0,30.0,2.0,9.0,1.0,3.0,3.0,,,,,90.0,67.0,6.6,16.0,1,1.0,,1.0,4.0,,1.0,5.0,3.0,,1.0,,1.0,1.0,4.0,,,,,1.0,,True,,,,,,
10382139,home,Vitesse,Gabriel Vidović,,,gabriel-vidovic,G. Vidović,M,10,180,3478,M,1129940,EUR,1070236800,M,10,10,False,13.0,12.0,,,2.0,3.0,10.0,10.0,,4.0,,2.0,3.0,,,,,73.0,30.0,6.3,6.0,3,,,1.0,3.0,,2.0,1.0,1.0,1.0,,,,,3.0,1.0,,,2.0,,,,,,,,,
